country,year,text,context
Russia,2011,"the laws we have passed on mediation barely work at all, and cases when an agreement is reached are still rare.",PAFA
Russia,2011,"we need to make our citizens better aware of the option to resolve disputes with the help of a qualified mediator, and to consider the expediency of implementing the mandatory use of mediation procedures in resolving certain types of conflicts.and tenth.",PAFA
Russia,2011,"two months ago, i suggested expanding beyond the framework of our established institutions and creating an extended, or perhaps more accurately, open government, aimed at resolving strategic and operative tasks by uniting all levels and branches of power, public figures, experts, and everyone who is prepared to participate in the processes of really running the state affairs, to contribute to the development and expert evaluation of the most important decisions and programmes.",PAFA
Russia,2011,"this kind of open government is, in essence, a social lift for the most active and talented people, a talent pool for renewing and reinforcing executive government in the centre and in the regions.we have already launched the rotation of civil servants.",PAFA
Russia,2011,the talent pools created in our nation encompass nearly one hundred thousand individuals.,PAFA
Russia,2011,that is a large number.,PAFA
Russia,2011,more than 200 people from the presidential talent pool created at my suggestion have been appointed to higher positions.,PAFA
Russia,2011,"but to be frank, this work needs to be done more consistently and more actively.finally, an open government is an effective way to get feedback that allows us to assess the efficacy of government policy, to build the work of the government in a fundamentally different way, to make it modern, relying on local initiatives.",PAFA
Russia,2011,"eisenhower once said that the slogan of a true democracy is not “let the government do it,” but “let’s do it ourselves.”",PAFA
Russia,2011,i absolutely agree with these words.these mechanisms will begin to function in just a few weeks.,PAFA
Russia,2011,"and at the first stage this will happen within the framework of a special temporary group, a body created to serve these purposes.",PAFA
